source,source_type,target,target_type,relation
H1164,Herb,PTGES,Target,TARGETS
H1164,Herb,SLC2A4,Target,TARGETS
H1164,Herb,INSR,Target,TARGETS
H1164,Herb,AKT1,Target,TARGETS
H1164,Herb,MET,Target,TARGETS
H1164,Herb,MAPK1,Target,TARGETS
H1164,Herb,EGFR,Target,TARGETS
H1164,Herb,MMP2,Target,TARGETS
H1164,Herb,CASP9,Target,TARGETS
H1164,Herb,TBK1,Target,TARGETS
H1164,Herb,TYR,Target,TARGETS
H1164,Herb,IL10,Target,TARGETS
H1164,Herb,ZHX2,Target,TARGETS
H1164,Herb,SMAD3,Target,TARGETS
H1164,Herb,VRK1,Target,TARGETS
H1164,Herb,FASN,Target,TARGETS
H1164,Herb,HSP90AA1,Target,TARGETS
H1164,Herb,HMGB1,Target,TARGETS
H1164,Herb,ESR1,Target,TARGETS
H1164,Herb,CDK9,Target,TARGETS
H1164,Herb,GSTK1,Target,TARGETS
H1164,Herb,ADORA1,Target,TARGETS
H1164,Herb,ADORA2A,Target,TARGETS
H1164,Herb,GAK,Target,TARGETS
H1164,Herb,SRC,Target,TARGETS
H1164,Herb,PRKCE,Target,TARGETS
H1164,Herb,PARP1,Target,TARGETS
H1164,Herb,TERT,Target,TARGETS
H1164,Herb,SIRT3,Target,TARGETS
H1164,Herb,ERG,Target,TARGETS
H1164,Herb,MIR203A,Target,TARGETS
H1164,Herb,PTN,Target,TARGETS
H1164,Herb,MIR384,Target,TARGETS
H1164,Herb,ABCC2,Target,TARGETS
H1164,Herb,ABCG2,Target,TARGETS
H1164,Herb,ACHE,Target,TARGETS
H1164,Herb,NFE2L2,Target,TARGETS
H1164,Herb,MIR132,Target,TARGETS
H1164,Herb,HDAC9,Target,TARGETS
H1164,Herb,FLT3,Target,TARGETS
H1164,Herb,ANO1,Target,TARGETS
H1164,Herb,MAOA,Target,TARGETS
H1164,Herb,IL17A,Target,TARGETS
H1164,Herb,AURKB,Target,TARGETS
H1164,Herb,MAPK3,Target,TARGETS
H1164,Herb,SRD5A1,Target,TARGETS
H1164,Herb,Akr1c9,Target,TARGETS
H1164,Herb,ACE,Target,TARGETS
H1164,Herb,IARS1,Target,TARGETS
H1164,Herb,GPR35,Target,TARGETS
H1164,Herb,HSPA4,Target,TARGETS
H1164,Herb,CYP3A4,Target,TARGETS
H1164,Herb,CYP2C8,Target,TARGETS
H1164,Herb,SLC23A1,Target,TARGETS
H1164,Herb,CHEK2,Target,TARGETS
H1164,Herb,RB1,Target,TARGETS
H1164,Herb,EGF,Target,TARGETS
H1164,Herb,CRP,Target,TARGETS
H1164,Herb,IGFBP3,Target,TARGETS
H1164,Herb,MAP3K5,Target,TARGETS
H1164,Herb,SERPINE1,Target,TARGETS
H1164,Herb,PRKCB,Target,TARGETS
H1164,Herb,PLAT,Target,TARGETS
H1164,Herb,PLAU,Target,TARGETS
H1164,Herb,RELA,Target,TARGETS
H1164,Herb,IL2,Target,TARGETS
H1164,Herb,IL1A,Target,TARGETS
H1164,Herb,GSTP1,Target,TARGETS
H1164,Herb,HSF1,Target,TARGETS
H1164,Herb,AR,Target,TARGETS
H1164,Herb,F3,Target,TARGETS
H1164,Herb,PON1,Target,TARGETS
H1164,Herb,TXNIP,Target,TARGETS
H1164,Herb,CHUK,Target,TARGETS
H1164,Herb,IRF1,Target,TARGETS
H1164,Herb,PTGS1,Target,TARGETS
H1164,Herb,FOS,Target,TARGETS
H1164,Herb,PPARA,Target,TARGETS
H1164,Herb,NCF1,Target,TARGETS
H1164,Herb,SULT1E1,Target,TARGETS
H1164,Herb,MYC,Target,TARGETS
H1164,Herb,CDKN2A,Target,TARGETS
H1164,Herb,COL1A1,Target,TARGETS
H1164,Herb,gyrB,Target,TARGETS
H1164,Herb,CLDN4,Target,TARGETS
H1164,Herb,CCL2,Target,TARGETS
H1164,Herb,POR,Target,TARGETS
H1164,Herb,RASSF1,Target,TARGETS
H1164,Herb,PRKCA,Target,TARGETS
H1164,Herb,E2F1,Target,TARGETS
H1164,Herb,E2F2,Target,TARGETS
H1164,Herb,ERBB3,Target,TARGETS
H1164,Herb,CXCL2,Target,TARGETS
H1164,Herb,CXCL10,Target,TARGETS
H1164,Herb,BMP2,Target,TARGETS
H1164,Herb,SPP1,Target,TARGETS
H1164,Herb,RUNX2,Target,TARGETS
H1164,Herb,CAV1,Target,TARGETS
H1164,Herb,CTSD,Target,TARGETS
H1164,Herb,CD40LG,Target,TARGETS
H1164,Herb,PRKAA2,Target,TARGETS
H1164,Herb,NOS3,Target,TARGETS
H1164,Herb,GSK3B,Target,TARGETS
H1164,Herb,CASP8,Target,TARGETS
H1164,Herb,ELK1,Target,TARGETS
H1164,Herb,RAF1,Target,TARGETS
H1164,Herb,HSPA5,Target,TARGETS
H1164,Herb,HSPB1,Target,TARGETS
H1164,Herb,KDM1A,Target,TARGETS
H1164,Herb,NQO1,Target,TARGETS
H1164,Herb,ODC1,Target,TARGETS
H1164,Herb,NPEPPS,Target,TARGETS
H1164,Herb,HK2,Target,TARGETS
H1164,Herb,NKX3-1,Target,TARGETS
H1164,Herb,HIF1A,Target,TARGETS
H1164,Herb,PTEN,Target,TARGETS
H1164,Herb,MLXIPL,Target,TARGETS
H1164,Herb,SCD,Target,TARGETS
H1164,Herb,GCK,Target,TARGETS
H1164,Herb,KHK,Target,TARGETS
H1164,Herb,BDNF,Target,TARGETS
H1164,Herb,EGR1,Target,TARGETS
H1164,Herb,CREB1,Target,TARGETS
H1164,Herb,NGF,Target,TARGETS
H1164,Herb,NR1H3,Target,TARGETS
H1164,Herb,ABCA1,Target,TARGETS
H1164,Herb,CRTC1,Target,TARGETS
H1164,Herb,SLC2A1,Target,TARGETS
H1164,Herb,HSP90B2P,Target,TARGETS
H1164,Herb,PGP,Target,TARGETS
H1164,Herb,VIM2P,Target,TARGETS
H1164,Herb,TXN,Target,TARGETS
H1164,Herb,PTX3,Target,TARGETS
H1164,Herb,CEBPB,Target,TARGETS
H1164,Herb,SLPI,Target,TARGETS
H1164,Herb,VDR,Target,TARGETS
H1164,Herb,PRKCD,Target,TARGETS
H1164,Herb,JAK2,Target,TARGETS
H1164,Herb,F2,Target,TARGETS
H1164,Herb,ERN2,Target,TARGETS
H1164,Herb,STAT3,Target,TARGETS
H1164,Herb,HSPA1A;HSPA1B,Target,TARGETS
H1164,Herb,VIM,Target,TARGETS
H1164,Herb,CDH1,Target,TARGETS
H1164,Herb,GK,Target,TARGETS
H1164,Herb,CRH,Target,TARGETS
H1164,Herb,NLRP3,Target,TARGETS
H1164,Herb,BRCA1,Target,TARGETS
H1164,Herb,GAA,Target,TARGETS
H1164,Herb,PTK2B,Target,TARGETS
H1164,Herb,NRF1,Target,TARGETS
H1164,Herb,AXIN1,Target,TARGETS
H1164,Herb,LEF1,Target,TARGETS
H1164,Herb,AXIN2,Target,TARGETS
H1164,Herb,CLDN5,Target,TARGETS
H1164,Herb,ADIPOQ,Target,TARGETS
H1164,Herb,UQCRC1,Target,TARGETS
H1164,Herb,NDUFV2,Target,TARGETS
H1164,Herb,MECP2,Target,TARGETS
H1164,Herb,XBP1,Target,TARGETS
H1164,Herb,DNAJC5,Target,TARGETS
H1164,Herb,HNRNPA1,Target,TARGETS
H1164,Herb,SLC16A1,Target,TARGETS
H1164,Herb,CYP2C19,Target,TARGETS
H1164,Herb,UGT1A9,Target,TARGETS
H1164,Herb,PIK3CB,Target,TARGETS
H1164,Herb,CTNNB1,Target,TARGETS
H1164,Herb,TNFRSF10B,Target,TARGETS
H1164,Herb,FOSL1,Target,TARGETS
H1164,Herb,THBS1,Target,TARGETS
H1164,Herb,LYN,Target,TARGETS
H1164,Herb,GABRR3,Target,TARGETS
H1164,Herb,ATF4,Target,TARGETS
H1164,Herb,EIF2S1,Target,TARGETS
H1164,Herb,HVCN1,Target,TARGETS
H1164,Herb,MUC5AC,Target,TARGETS
H1164,Herb,P2RX4,Target,TARGETS
H1164,Herb,PTPN11,Target,TARGETS
H1164,Herb,CYP2E1,Target,TARGETS
H1164,Herb,LDLR,Target,TARGETS
H1164,Herb,USP10,Target,TARGETS
H1164,Herb,APOE,Target,TARGETS
H1164,Herb,COMT,Target,TARGETS
H1164,Herb,PTPN1,Target,TARGETS
H1164,Herb,MYB,Target,TARGETS
H1164,Herb,PRDX5,Target,TARGETS
H1164,Herb,MIP,Target,TARGETS
H1164,Herb,EP300,Target,TARGETS
H1164,Herb,CREBBP,Target,TARGETS
H1164,Herb,KAT2B,Target,TARGETS
H1164,Herb,COL1A2,Target,TARGETS
H1164,Herb,TCIRG1,Target,TARGETS
H1164,Herb,AURKA,Target,TARGETS
H1164,Herb,SOD1,Target,TARGETS
H1164,Herb,SOD2,Target,TARGETS
H1164,Herb,CCNA2,Target,TARGETS
H1164,Herb,CSF2,Target,TARGETS
H1164,Herb,PNLIP,Target,TARGETS
H1164,Herb,ALOX5,Target,TARGETS
H1164,Herb,LPL,Target,TARGETS
H1164,Herb,PTK2,Target,TARGETS
H1164,Herb,CD4,Target,TARGETS
H1164,Herb,CYCS,Target,TARGETS
H1164,Herb,TRPV1,Target,TARGETS
H1164,Herb,ALPI,Target,TARGETS
H1164,Herb,CDK5,Target,TARGETS
H1164,Herb,MGAM,Target,TARGETS
H1164,Herb,PFKM,Target,TARGETS
H1164,Herb,EDN1,Target,TARGETS
H1164,Herb,AKR1C1,Target,TARGETS
H1164,Herb,PKLR,Target,TARGETS
H1164,Herb,GLIPR2,Target,TARGETS
H1164,Herb,GUSB,Target,TARGETS
H1164,Herb,IFNB1,Target,TARGETS
H1164,Herb,PLG,Target,TARGETS
H1164,Herb,APOA1,Target,TARGETS
H1164,Herb,FTH1,Target,TARGETS
H1164,Herb,GAPDH,Target,TARGETS
H1164,Herb,HMGB3,Target,TARGETS
H1164,Herb,NPR3,Target,TARGETS
H1164,Herb,,Target,TARGETS
H1164,Herb,MGST1,Target,TARGETS
H1164,Herb,CDC25A,Target,TARGETS
H1164,Herb,SULT1A1,Target,TARGETS
H1164,Herb,FASLG,Target,TARGETS
H1164,Herb,LPO,Target,TARGETS
H1164,Herb,ABCB1,Target,TARGETS
H1164,Herb,PIK3CG,Target,TARGETS
H1164,Herb,IL33,Target,TARGETS
H1164,Herb,MYD88,Target,TARGETS
H1164,Herb,DGAT1,Target,TARGETS
H1164,Herb,PTGR1,Target,TARGETS
H1164,Herb,DPP4,Target,TARGETS
H1164,Herb,UCHL1,Target,TARGETS
H1164,Herb,FUS,Target,TARGETS
H1164,Herb,TLR2,Target,TARGETS
H1164,Herb,ABHD15,Target,TARGETS
H1164,Herb,APOM,Target,TARGETS
H1164,Herb,YWHAZ,Target,TARGETS
H1164,Herb,CRTC2,Target,TARGETS
H1164,Herb,GUCA2A,Target,TARGETS
H1164,Herb,IDE,Target,TARGETS
H1164,Herb,CYP17A1,Target,TARGETS
H1164,Herb,FSHR,Target,TARGETS
H1164,Herb,CYP11A1,Target,TARGETS
H1164,Herb,SLC2A2,Target,TARGETS
H1164,Herb,BID,Target,TARGETS
H1164,Herb,ESR2,Target,TARGETS
H1164,Herb,ENPP7,Target,TARGETS
H1164,Herb,HDAC6,Target,TARGETS
H1164,Herb,CPT1B,Target,TARGETS
H1164,Herb,NPY,Target,TARGETS
H1164,Herb,TYRP1,Target,TARGETS
H1164,Herb,CA3,Target,TARGETS
H1164,Herb,SIGMAR1,Target,TARGETS
H1164,Herb,YY1,Target,TARGETS
H1164,Herb,LMNB1,Target,TARGETS
H1164,Herb,GPBAR1,Target,TARGETS
H1164,Herb,LIPG,Target,TARGETS
H1164,Herb,TAS2R39,Target,TARGETS
H1164,Herb,KEAP1,Target,TARGETS
H1164,Herb,IRS1,Target,TARGETS
H1164,Herb,FOXM1,Target,TARGETS
H1164,Herb,MAP2,Target,TARGETS
H1164,Herb,NGB,Target,TARGETS
H1164,Herb,BAK1,Target,TARGETS
H1164,Herb,PGR,Target,TARGETS
H1164,Herb,TLR4,Target,TARGETS
H1164,Herb,IVL,Target,TARGETS
H1164,Herb,CCK,Target,TARGETS
H1164,Herb,PRSS1,Target,TARGETS
H1164,Herb,PDX1,Target,TARGETS
H1164,Herb,FABP1,Target,TARGETS
H1164,Herb,RBP2,Target,TARGETS
H1164,Herb,NTRK2,Target,TARGETS
H1164,Herb,PPARD,Target,TARGETS
H1164,Herb,UCP3,Target,TARGETS
H1164,Herb,GAP43,Target,TARGETS
H1164,Herb,SOAT1,Target,TARGETS
H1164,Herb,MMP13,Target,TARGETS
H1164,Herb,GCG,Target,TARGETS
H1164,Herb,CETP,Target,TARGETS
H1164,Herb,UCP2,Target,TARGETS
H1164,Herb,DNPEP,Target,TARGETS
H1164,Herb,FABP5,Target,TARGETS
H1164,Herb,PAM,Target,TARGETS
H1164,Herb,GLP1R,Target,TARGETS
H1164,Herb,STAT5B,Target,TARGETS
H1164,Herb,STAT5A,Target,TARGETS
H1164,Herb,MSI1,Target,TARGETS
H1164,Herb,AQP3,Target,TARGETS
H1164,Herb,AQP9,Target,TARGETS
H1164,Herb,MMP3,Target,TARGETS
H1164,Herb,LALBA,Target,TARGETS
H1164,Herb,CYP2C9,Target,TARGETS
H1164,Herb,HPCA,Target,TARGETS
H1164,Herb,PVALB,Target,TARGETS
H1164,Herb,BCHE,Target,TARGETS
H1164,Herb,MAP2K1,Target,TARGETS
H1164,Herb,MAP2K2,Target,TARGETS
H1164,Herb,PEA15,Target,TARGETS
H1164,Herb,PRDX2,Target,TARGETS
H1164,Herb,ENO2,Target,TARGETS
H1164,Herb,CCL16,Target,TARGETS
H1164,Herb,CYP2B6,Target,TARGETS
H1164,Herb,CES2,Target,TARGETS
H1164,Herb,SELP,Target,TARGETS
H1164,Herb,GFAP,Target,TARGETS
H1164,Herb,RAC1,Target,TARGETS
H1164,Herb,CYP2D6,Target,TARGETS
H1164,Herb,KCNN4,Target,TARGETS
H1164,Herb,CTSC,Target,TARGETS
H1164,Herb,G6PC1,Target,TARGETS
H1164,Herb,NOTCH1,Target,TARGETS
H1164,Herb,IRAK4,Target,TARGETS
H1164,Herb,HDC,Target,TARGETS
H1164,Herb,CKB,Target,TARGETS
H1164,Herb,MAPK7,Target,TARGETS
H1164,Herb,GRIN1,Target,TARGETS
H1164,Herb,PLA2G7,Target,TARGETS
H1164,Herb,NFATC4,Target,TARGETS
H1164,Herb,NPPB,Target,TARGETS
H1164,Herb,NPPA,Target,TARGETS
H1164,Herb,POMC,Target,TARGETS
H1164,Herb,LCN2,Target,TARGETS
H1164,Herb,HNF4A,Target,TARGETS
H1164,Herb,HNF1A,Target,TARGETS
H1164,Herb,SCARB1,Target,TARGETS
H1164,Herb,PPIP5K1,Target,TARGETS
H1164,Herb,CDKN1B,Target,TARGETS
H1164,Herb,FOXO3,Target,TARGETS
H1164,Herb,OLR1,Target,TARGETS
H1164,Herb,SLC47A1,Target,TARGETS
H1164,Herb,MAP2K7,Target,TARGETS
H1164,Herb,FYN,Target,TARGETS
H1164,Herb,SMAD1,Target,TARGETS
H1164,Herb,PCK1,Target,TARGETS
H1164,Herb,JAK1,Target,TARGETS
H1164,Herb,CYP19A1,Target,TARGETS
H1164,Herb,CD36,Target,TARGETS
H1164,Herb,PIM1,Target,TARGETS
H1164,Herb,PTP4A3,Target,TARGETS
H1164,Herb,IMPDH1,Target,TARGETS
H1164,Herb,IMPDH2,Target,TARGETS
H1164,Herb,CTSK,Target,TARGETS
H1164,Herb,AATF,Target,TARGETS
H1164,Herb,MIR146B,Target,TARGETS
H1164,Herb,BAD,Target,TARGETS
H1164,Herb,ADRA1A,Target,TARGETS
H1164,Herb,NFATC1,Target,TARGETS
H1164,Herb,OXTR,Target,TARGETS
H1164,Herb,JUNB,Target,TARGETS
H1164,Herb,RGN,Target,TARGETS
H1164,Herb,CRMP1,Target,TARGETS
H1164,Herb,IL5,Target,TARGETS
H1164,Herb,CCL11,Target,TARGETS
H1164,Herb,TIMP1,Target,TARGETS
H1164,Herb,PFKFB3,Target,TARGETS
H1164,Herb,KDR,Target,TARGETS
H1164,Herb,GSTO1,Target,TARGETS
H1164,Herb,FFAR3,Target,TARGETS
H1164,Herb,FFAR4,Target,TARGETS
H1164,Herb,UCP1,Target,TARGETS
H1164,Herb,GAD2,Target,TARGETS
H1164,Herb,DUSP1,Target,TARGETS
H1164,Herb,BECN1,Target,TARGETS
H1164,Herb,MAP1LC3B,Target,TARGETS
H1164,Herb,SNCA,Target,TARGETS
H1164,Herb,PIGK,Target,TARGETS
H1164,Herb,GDNF,Target,TARGETS
H1164,Herb,CNTF,Target,TARGETS
H1164,Herb,MAP2K4,Target,TARGETS
H1164,Herb,MMP14,Target,TARGETS
H1164,Herb,DHFR,Target,TARGETS
H1164,Herb,KLF7,Target,TARGETS
H1164,Herb,CHAT,Target,TARGETS
H1165,Herb,RELA,Target,TARGETS
H1165,Herb,NFKBIA,Target,TARGETS
H1165,Herb,CYP2B6,Target,TARGETS
H1165,Herb,TNF,Target,TARGETS
H1165,Herb,ALDH1A2,Target,TARGETS
H1165,Herb,CCL2,Target,TARGETS
H1165,Herb,IL6,Target,TARGETS
H1165,Herb,SREBF1,Target,TARGETS
H1165,Herb,FAS,Target,TARGETS
H1165,Herb,PPARG,Target,TARGETS
H1165,Herb,CPD,Target,TARGETS
H1165,Herb,AKT1,Target,TARGETS
H1165,Herb,MARK4,Target,TARGETS
H1165,Herb,ALDH1A3,Target,TARGETS
H1165,Herb,CASP1,Target,TARGETS
H1165,Herb,IL1B,Target,TARGETS
H1165,Herb,GAD2,Target,TARGETS
H1165,Herb,FOS,Target,TARGETS
H1165,Herb,TP53,Target,TARGETS
H1165,Herb,DUSP1,Target,TARGETS
H1165,Herb,BECN1,Target,TARGETS
H1165,Herb,BCL2,Target,TARGETS
H1165,Herb,MAP1LC3B,Target,TARGETS
H1165,Herb,SNCA,Target,TARGETS
H1165,Herb,MAPK8,Target,TARGETS
H1165,Herb,ENO2,Target,TARGETS
H1165,Herb,PIGK,Target,TARGETS
H1165,Herb,BDNF,Target,TARGETS
H1165,Herb,GDNF,Target,TARGETS
H1165,Herb,CNTF,Target,TARGETS
H1166,Herb,PTGS1,Target,TARGETS
H1166,Herb,JUN,Target,TARGETS
H1166,Herb,CRP,Target,TARGETS
H1166,Herb,PTGS2,Target,TARGETS
H1166,Herb,CASP3,Target,TARGETS
H1166,Herb,CDK4,Target,TARGETS
H1166,Herb,CCNA2,Target,TARGETS
H1166,Herb,CCND1,Target,TARGETS
H1166,Herb,GLUL,Target,TARGETS
H1166,Herb,MYC,Target,TARGETS
H1166,Herb,APAF1,Target,TARGETS
H1166,Herb,BIRC5,Target,TARGETS
H1166,Herb,BCL2,Target,TARGETS
H1166,Herb,BAX,Target,TARGETS
H1166,Herb,TP53,Target,TARGETS
H1166,Herb,AKT1,Target,TARGETS
H1166,Herb,PON1,Target,TARGETS
H1166,Herb,RELA,Target,TARGETS
H1166,Herb,MTOR,Target,TARGETS
H1166,Herb,ABCG2,Target,TARGETS
H1166,Herb,TNF,Target,TARGETS
H1166,Herb,IL6,Target,TARGETS
H1166,Herb,IL1B,Target,TARGETS
H1166,Herb,CD80,Target,TARGETS
H1166,Herb,IL10,Target,TARGETS
H1166,Herb,CD28,Target,TARGETS
H1166,Herb,CDKN1A,Target,TARGETS
H1166,Herb,CDK1,Target,TARGETS
H1166,Herb,SOD2,Target,TARGETS
H1166,Herb,DDIT3,Target,TARGETS
H1166,Herb,SOD1,Target,TARGETS
H1166,Herb,EDN1,Target,TARGETS
H1166,Herb,IL1A,Target,TARGETS
H1166,Herb,JAK2,Target,TARGETS
H1166,Herb,FASN,Target,TARGETS
H1166,Herb,VEGFA,Target,TARGETS
H1166,Herb,MMP9,Target,TARGETS
H1166,Herb,HIF1A,Target,TARGETS
H1166,Herb,MMP2,Target,TARGETS
H1166,Herb,CBR1,Target,TARGETS
H1166,Herb,CASP9,Target,TARGETS
H1166,Herb,F3,Target,TARGETS
H1166,Herb,NFKBIA,Target,TARGETS
H1166,Herb,CFLAR,Target,TARGETS
H1166,Herb,BCL2L1,Target,TARGETS
H1166,Herb,XRCC6,Target,TARGETS
H1166,Herb,SIRT1,Target,TARGETS
H1166,Herb,CYP1B1,Target,TARGETS
H1166,Herb,LGSN,Target,TARGETS
H1166,Herb,CTNNB1,Target,TARGETS
H1166,Herb,AGTR1,Target,TARGETS
H1166,Herb,CDC42,Target,TARGETS
H1166,Herb,PTGES,Target,TARGETS
H1166,Herb,SPARC,Target,TARGETS
H1166,Herb,MAPK8,Target,TARGETS
H1166,Herb,SRC,Target,TARGETS
H1166,Herb,MAPK1,Target,TARGETS
H1166,Herb,ODC1,Target,TARGETS
H1166,Herb,NOS2,Target,TARGETS
H1166,Herb,SULT1E1,Target,TARGETS
H1166,Herb,AHR,Target,TARGETS
H1166,Herb,PPARA,Target,TARGETS
H1166,Herb,PPARG,Target,TARGETS
H1166,Herb,ESR1,Target,TARGETS
H1166,Herb,ESR2,Target,TARGETS
H1166,Herb,PRKCA,Target,TARGETS
H1166,Herb,TGFB2,Target,TARGETS
H1166,Herb,TGFA,Target,TARGETS
H1166,Herb,TGFB1,Target,TARGETS
H1166,Herb,PECAM1,Target,TARGETS
H1166,Herb,STAT3,Target,TARGETS
H1166,Herb,JAK1,Target,TARGETS
H1166,Herb,AR,Target,TARGETS
H1166,Herb,STAT1,Target,TARGETS
H1166,Herb,BRCA1,Target,TARGETS
H1166,Herb,BRCA2,Target,TARGETS
H1166,Herb,MCL1,Target,TARGETS
H1166,Herb,TNFSF10,Target,TARGETS
H1166,Herb,NFE2L2,Target,TARGETS
H1166,Herb,FGF2,Target,TARGETS
H1166,Herb,CYP1A1,Target,TARGETS
H1166,Herb,CCL2,Target,TARGETS
H1166,Herb,CCR2,Target,TARGETS
H1166,Herb,HGF,Target,TARGETS
H1166,Herb,IL17B,Target,TARGETS
H1166,Herb,PRKCD,Target,TARGETS
H1166,Herb,BCL2A1,Target,TARGETS
H1166,Herb,TRAF2,Target,TARGETS
H1166,Herb,MPO,Target,TARGETS
H1166,Herb,BSG,Target,TARGETS
H1166,Herb,SLC2A4,Target,TARGETS
H1166,Herb,GJA1,Target,TARGETS
H1166,Herb,PTPN1,Target,TARGETS
H1166,Herb,CDK2,Target,TARGETS
H1166,Herb,FOXO1,Target,TARGETS
H1166,Herb,ITGB1,Target,TARGETS
H1166,Herb,SELE,Target,TARGETS
H1166,Herb,CXCL8,Target,TARGETS
H1166,Herb,NR1H3,Target,TARGETS
H1166,Herb,ICAM1,Target,TARGETS
H1166,Herb,NOS3,Target,TARGETS
H1166,Herb,ADIPOR2,Target,TARGETS
H1166,Herb,ADIPOR1,Target,TARGETS
H1166,Herb,VCAM1,Target,TARGETS
H1166,Herb,CDK7,Target,TARGETS
H1166,Herb,AAGAB,Target,TARGETS
H1166,Herb,MAPK3,Target,TARGETS
H1166,Herb,CDK6,Target,TARGETS
H1166,Herb,CCND2,Target,TARGETS
H1166,Herb,CCNE2,Target,TARGETS
H1166,Herb,NQO2,Target,TARGETS
H1166,Herb,CYP19A1,Target,TARGETS
H1166,Herb,TYR,Target,TARGETS
H1166,Herb,HSPA5,Target,TARGETS
H1166,Herb,EIF2S1,Target,TARGETS
H1166,Herb,PRKD1,Target,TARGETS
H1166,Herb,XDH,Target,TARGETS
H1166,Herb,IRS1,Target,TARGETS
H1166,Herb,ABCB1,Target,TARGETS
H1166,Herb,ABCC3,Target,TARGETS
H1166,Herb,PTEN,Target,TARGETS
H1166,Herb,CAT,Target,TARGETS
H1166,Herb,GCLC,Target,TARGETS
H1166,Herb,TFAM,Target,TARGETS
H1166,Herb,SIRT3,Target,TARGETS
H1166,Herb,ITGAV,Target,TARGETS
H1166,Herb,LTA4H,Target,TARGETS
H1166,Herb,ADIPOQ,Target,TARGETS
H1166,Herb,VIM,Target,TARGETS
H1166,Herb,CDH1,Target,TARGETS
H1166,Herb,PLA2G7,Target,TARGETS
H1166,Herb,KCNN4,Target,TARGETS
H1166,Herb,PRKAA1,Target,TARGETS
H1166,Herb,LRIG1,Target,TARGETS
H1166,Herb,CD83,Target,TARGETS
H1166,Herb,CD86,Target,TARGETS
H1166,Herb,ERBB2,Target,TARGETS
H1166,Herb,ABCG1,Target,TARGETS
H1166,Herb,TTR,Target,TARGETS
H1166,Herb,MAOA,Target,TARGETS
H1166,Herb,TXNIP,Target,TARGETS
H1166,Herb,CX3CL1,Target,TARGETS
H1166,Herb,KLF4,Target,TARGETS
H1166,Herb,PDE4A,Target,TARGETS
H1166,Herb,NFKB1,Target,TARGETS
H1166,Herb,MALAT1,Target,TARGETS
H1166,Herb,TLR4,Target,TARGETS
H1166,Herb,PPARGC1A,Target,TARGETS
H1166,Herb,LEP,Target,TARGETS
H1166,Herb,INS,Target,TARGETS
H1166,Herb,FOXO3,Target,TARGETS
H1166,Herb,KL,Target,TARGETS
H1166,Herb,HMOX1,Target,TARGETS
H1166,Herb,DNAH8,Target,TARGETS
H1166,Herb,ADRB2,Target,TARGETS
H1166,Herb,XBP1,Target,TARGETS
H1166,Herb,PARK7,Target,TARGETS
H1166,Herb,HDAC9,Target,TARGETS
H1166,Herb,NOTCH1,Target,TARGETS
H1166,Herb,MIR183,Target,TARGETS
H1166,Herb,CPT1A,Target,TARGETS
H1166,Herb,PARP1,Target,TARGETS
H1166,Herb,APEX1,Target,TARGETS
H1166,Herb,UCP2,Target,TARGETS
H1166,Herb,SGK1,Target,TARGETS
H1166,Herb,UCP1,Target,TARGETS
H1166,Herb,GADD45A,Target,TARGETS
H1166,Herb,RFX5,Target,TARGETS
H1166,Herb,UHRF1,Target,TARGETS
H1166,Herb,ORAI1,Target,TARGETS
H1166,Herb,CS,Target,TARGETS
H1166,Herb,NR1I2,Target,TARGETS
H1166,Herb,NPY,Target,TARGETS
H1166,Herb,NUP62,Target,TARGETS
H1166,Herb,SHH,Target,TARGETS
H1166,Herb,GLI1,Target,TARGETS
H1166,Herb,DDX5,Target,TARGETS
H1166,Herb,DNMT1,Target,TARGETS
H1166,Herb,FXN,Target,TARGETS
H1166,Herb,CYP2E1,Target,TARGETS
H1166,Herb,YARS1,Target,TARGETS
H1166,Herb,SPHK1,Target,TARGETS
H1166,Herb,UGT1A9,Target,TARGETS
H1166,Herb,RPS6KB1,Target,TARGETS
H1166,Herb,EIF4EBP1,Target,TARGETS
H1166,Herb,CYP17A1,Target,TARGETS
H1166,Herb,CYP21A2,Target,TARGETS
H1166,Herb,EGFR,Target,TARGETS
H1166,Herb,ALB,Target,TARGETS
H1166,Herb,G3BP1,Target,TARGETS
H1166,Herb,MMP13,Target,TARGETS
H1166,Herb,MIR196B,Target,TARGETS
H1166,Herb,TCF4,Target,TARGETS
H1166,Herb,MBTPS1,Target,TARGETS
H1166,Herb,HK2,Target,TARGETS
H1166,Herb,HSD11B1,Target,TARGETS
H1166,Herb,AKT2,Target,TARGETS
H1166,Herb,PRKACA,Target,TARGETS
H1166,Herb,TNFRSF1A,Target,TARGETS
H1166,Herb,ACE,Target,TARGETS
H1166,Herb,ACE2,Target,TARGETS
H1166,Herb,CDH2,Target,TARGETS
H1166,Herb,SNAI1,Target,TARGETS
H1166,Herb,EGR1,Target,TARGETS
H1166,Herb,ACHE,Target,TARGETS
H1166,Herb,HSF1,Target,TARGETS
H1166,Herb,IGF1,Target,TARGETS
H1166,Herb,HSPB1,Target,TARGETS
H1166,Herb,REG3A,Target,TARGETS
H1166,Herb,NPHS2,Target,TARGETS
H1166,Herb,NPHS1,Target,TARGETS
H1166,Herb,IDO1,Target,TARGETS
H1166,Herb,RASSF1,Target,TARGETS
H1166,Herb,MIR18A,Target,TARGETS
H1166,Herb,SPP1,Target,TARGETS
H1166,Herb,PSEN1,Target,TARGETS
H1166,Herb,HAMP,Target,TARGETS
