Compound Id,Pref Name,CAS,Pubchem ID,Chembl ID,Formula,Smiles,Herb ID
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H1173
C0419,Styrene,CAS:100-42-5,CID:7501,CHEMBL285235,C8H8,C=CC1=CC=CC=C1,H1173
C1162,Benzaldehyde,None,CID:240,CHEMBL15972,C7H6O,O=Cc1ccccc1,H1173
C1243,Cinnamic Acid,CAS:621-82-9,CID:444539,CHEMBL27246,C9H8O2,C1=CC=C(C=C1)C=CC(=O)O,H1173
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H1173
C1240,Chrysophanol,CAS:481-74-3,CID:10208,CHEMBL41092,C15H10O4,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,H1173
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1173
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H1173
C0450,Toluene,CAS:108-88-3,CID:1140,CHEMBL9113,C7H8,CC1=CC=CC=C1,H1173
C0102,Geraniol,CAS:106-24-1,CID:637566,CHEMBL25719,C10H18O,CC(=CCCC(=CCO)C)C,H1173
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H1173
C0709,2-Nonenal,None,CID:5283335,CHEMBL450072,C9H16O,CCCCCCC=CC=O,H1173
C0188,Linalool,CAS:78-70-6,CID:6549,CHEMBL25306,C10H18O,CC(=CCCC(C)(C=C)O)C,H0154
C1166,Benzoic Acid,None,CID:20144841,CHEMBL541,C7H6O2,OC(=O)c1ccccc1,H0154
C0124,Hispidulin,CAS:1447-88-7,CID:5281628,CHEMBL293776,C16H12O6,COc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,H0154
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0154
C0867,Alcohol,None,CID:702,CHEMBL545,C2H6O,CCO,H0154
C0884,Alpha-Amyrin,None,CID:73170,CHEMBL455357,C30H50O,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,H0154
C0219,Methyleugenol,CAS:93-15-2,CID:7127,CHEMBL108861,C11H14O2,C=CCc1ccc(c(c1)OC)OC,H0154
C0312,Pinocembrin,CAS:480-39-7,CID:68071,CHEMBL399910,C15H12O4,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccccc1,H0154
C1218,Carvacrol,CAS:499-75-2,CID:10364,CHEMBL281202,C10H14O,CC(c1ccc(c(c1)O)C)C,H0154
C0841,Abietic Acid,CAS:514-10-3,CID:10569,CHEMBL71893,C20H30O2,CC(C1=CC2=CC[C@@H]3[C@]([C@H]2CC1)(C)CCC[C@@]3(C)C(=O)O)C,H0154
C0145,Inositol,CAS:87-89-8,None,CHEMBL1222251,C6H12O6,O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O,H0154
C1162,Benzaldehyde,None,CID:240,CHEMBL15972,C7H6O,O=Cc1ccccc1,H0154
C1200,Butyl Alcohol,CAS:71-36-3,CID:263,CHEMBL14245,C4H10O,CCCCO,H0154
C0450,Toluene,CAS:108-88-3,CID:1140,CHEMBL9113,C7H8,CC1=CC=CC=C1,H0154
C0063,Eucalyptol,CAS:470-82-6,CID:2758,CHEMBL1231862,C10H18O,CC1(C2CCC(O1)(CC2)C)C,H0154
C0014,Dibutyl Phthalate,CAS:84-74-2,CID:3026,CHEMBL272485,C16H22O4,CCCCOC(=O)c1ccccc1C(=O)OCCCC,H0154
C0134,Ibuprofen,CAS:15687-27-1,CID:3672,CHEMBL521,C13H18O2,CC(Cc1ccc(cc1)C(C(=O)O)C)C,H0154
C0277,O-Xylene,CAS:95-47-6,CID:7237,CHEMBL45005,C8H10,CC1=CC=CC=C1C,H0154
C0228,M-Xylene,CAS:108-38-3,CID:7929,CHEMBL286727,C8H10,CC1=CC(=CC=C1)C,H0154
C0391,Scoparone,CAS:120-08-1,CID:8417,CHEMBL325864,C11H10O4,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,H0154
C1247,Citronellol,CAS:106-22-9,CID:8842,CHEMBL395827,C10H20O,OCCC(CCC=C(C)C)C,H0154
C0181,Levomenthol,CAS:2216-51-5,CID:16666,CHEMBL470670,C10H20O,CC1CCC(C(C1)O)C(C)C,H0154
C1201,Butylated Hydroxytoluene,CAS:128-37-0,CID:31404,CHEMBL146,C15H24O,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,H0154
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H0154
C0393,Scopolin,CAS:531-44-2,CID:439514,CHEMBL225024,C16H18O9,OC[C@H]1O[C@@H](Oc2cc3oc(=O)ccc3cc2OC)[C@@H]([C@H]([C@@H]1O)O)O,H0154
C1262,Crotonaldehyde,CAS:4170-30-3,CID:447466,CHEMBL1086445,C4H6O,CC=CC=O,H0154
C0102,Geraniol,CAS:106-24-1,CID:637566,CHEMBL25719,C10H18O,CC(=CCCC(=CCO)C)C,H0154
C1245,Citral,CAS:5392-40-5,CID:638011,CHEMBL1080997,C10H16O,CC(=CCCC(=CC=O)C)C,H0154
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H0154
C0066,Eupatilin,CAS:22368-21-4,CID:5273755,CHEMBL312750,C18H16O7,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,H0154
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0154
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0154
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0154
C0392,Scopoletin,CAS:92-61-5,CID:5280460,CHEMBL71851,C10H8O4,COc1cc2ccc(=O)oc2cc1O,H0154
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0154
C0053,Esculetin,CAS:305-01-1,CID:5281416,CHEMBL244743,C9H6O4,C1=CC(=O)OC2=CC(=C(C=C21)O)O,H0154
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H0154
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H0154
C0523,Terpineol,None,CID:11230,CHEMBL507795,C10H18O,CC1=CCC(CC1)(O)C(C)C,H0154
C0504,Limonene,CAS:138-86-3,CID:440917,CHEMBL449062,C10H16,CC1=CCC(CC1)C(=C)C,H0154
C0510,Phenylethyl Alcohol,CAS:60-12-8,CID:6054,CHEMBL448500,C8H10O,OCCc1ccccc1,H0154
C0547,Caryophyllene,CAS:87-44-5,CID:5281522,CHEMBL448700,C15H24,C/C/1=C/CCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,H0154
C0498,Cynarin,CAS:30964-13-7,CID:5281769,CHEMBL487258,C25H24O12,O=C(O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(c(c2)O)O)(C[C@H]([C@@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,H0154
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",None,CID:2537,CHEMBL15768,C10H16O,CC1(C2CCC1(C(=O)C2)C)C,H0154
C0548,Alpha-Humulone,None,CID:5281520,CHEMBL251280,C15H24,CC1=CCC(C=CCC(=CCC1)C)(C)C,H0154
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H0154
C0161,Jaceosidine,None,CID:5379096,CHEMBL487601,C17H14O7,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O,H0154
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0557
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H0557
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0557
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0557
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H0557
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0557
C0407,Sinapinate,None,CID:637775,CHEMBL109341,C11H12O5,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,H0557
C1180,Betulinic Acid,CAS:472-15-1,CID:64971,CHEMBL269277,C30H48O3,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,H0829
C1179,Betulin,CAS:473-98-3,CID:72326,CHEMBL23236,C30H50O2,OC[C@@]12CC[C@H]([C@@H]2[C@@H]2[C@](CC1)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)O)C(=C)C,H0829
C0031,Disogenin,None,CID:99474,CHEMBL412437,C27H42O3,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,H0829
C0207,Maslinic Acid,CAS:4373-41-5,CID:73659,CHEMBL201515,C30H48O4,O[C@@H]1C[C@@]2(C)[C@H](C([C@H]1O)(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C,H0638
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0638
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0638
C1239,Chrysoeriol,CAS:491-71-4,CID:5280666,CHEMBL214321,C16H12O6,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H0638
C1253,Corosolic Acid,CAS:4547-24-4,CID:6918774,CHEMBL391533,C30H48O4,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)C[C@@H](O)[C@@H](C1(C)C)O)C(=O)O,H0638
C0476,Ursolic Acid,CAS:77-52-1,CID:64945,CHEMBL169,C30H48O3,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,H0638
C0928,Asiatic Acid,CAS:464-92-6,CID:119034,CHEMBL404313,C30H48O5,OC[C@]1(C)[C@@H](O)[C@H](O)C[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@@H](C)[C@@H](CC1)C)C(=O)O)C)C,H0638
C0113,Guanine,CAS:73-40-5,CID:764,CHEMBL219568,C5H5N5O,N=c1nc(O)c2c([nH]1)[nH]cn2,H0638
C0144,Inosine,None,CID:6021,CHEMBL1556,C10H12N4O5,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2O,H0638
C0471,Uridine,None,CID:6029,CHEMBL100259,C9H12N2O6,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)O,H0638
C0262,Oleanolic_Acid,None,CID:10494,CHEMBL168,C30H48O3,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,H0638
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H1164
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H1164
C0863,Adenine,CAS:73-24-5,CID:190,CHEMBL226345,C5H5N5,C1=NC2=NC=NC(=C2N1)N,H1164
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1164
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1164
C0935,Astragalin,CAS:480-10-4,CID:5282102,CHEMBL233930,C21H20O11,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H1164
C0433,Taxifolin,CAS:480-18-2,CID:471,CHEMBL337309,C15H12O7,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,H1164
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H1164
C0253,Norathyriol,CAS:3542-72-1,CID:5281656,CHEMBL187265,C13H8O6,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O,H1164
C1221,Catechol,CAS:120-80-9,CID:289,CHEMBL280998,C6H6O2,C1=CC=C(C(=C1)O)O,H1164
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H1164
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H1164
C0897,Anacardic Acid,None,CID:167551,CHEMBL33778,C22H36O3,CCCCCCCCCCCCCCCc1cccc(c1C(=O)O)O,H1164
C1220,Catechin,None,CID:1203,CHEMBL206452,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1164
C0145,Inositol,CAS:87-89-8,None,CHEMBL1222251,C6H12O6,O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O,H1164
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H1164
C0383,Salicylic Acid,CAS:69-72-7,CID:338,CHEMBL424,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O,H1164
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H1164
C0240,Naphthalene,None,CID:931,CHEMBL16293,C10H8,C1=CC=C2C=CC=CC2=C1,H1164
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H1164
C0014,Dibutyl Phthalate,CAS:84-74-2,CID:3026,CHEMBL272485,C16H22O4,CCCCOC(=O)c1ccccc1C(=O)OCCCC,H1164
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H1164
C0188,Linalool,CAS:78-70-6,CID:6549,CHEMBL25306,C10H18O,CC(=CCCC(C)(C=C)O)C,H1164
C1270,Cyclohexanone,None,CID:7967,CHEMBL18850,C6H10O,O=C1CCCCC1,H1164
C0478,Vanillic Acid,CAS:121-34-6,CID:8468,CHEMBL120568,C8H8O4,COC1=C(C=CC(=C1)C(=O)O)O,H1164
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H1164
C1180,Betulinic Acid,CAS:472-15-1,CID:64971,CHEMBL269277,C30H48O3,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,H1164
C0045,Epicatechin Gallate,CAS:1257-08-5,CID:107905,CHEMBL36327,C22H18O10,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,H1164
C0153,Isoorientin,CAS:4261-42-1,CID:114776,CHEMBL239559,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,H1164
C0159,Isovitexin,CAS:38953-85-4,CID:162350,CHEMBL465360,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,H1164
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1164
C0918,Arbutin,CAS:497-76-7,CID:440936,CHEMBL232202,C12H16O7,OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H1164
C1243,Cinnamic Acid,CAS:621-82-9,CID:444539,CHEMBL27246,C9H8O2,C1=CC=C(C=C1)C=CC(=O)O,H1164
C0072,Farnesol,CAS:4602-84-0,CID:445070,CHEMBL25308,C15H26O,CC(=CCCC(=CCCC(=CCO)C)C)C,H1164
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H1164
C0073,Ferulic Acid,CAS:1135-24-6,CID:445858,CHEMBL32749,C10H10O4,COc1cc(/C=C/C(=O)O)ccc1O,H1164
C0453,Trans-Asarone,CAS:2883-98-9,CID:636822,CHEMBL333306,C12H16O3,C/C=C/c1cc(OC)c(cc1OC)OC,H1164
C1258,Coumaric Acid,CAS:25429-38-3,CID:637542,CHEMBL66879,C9H8O3,C1=CC(=CC=C1C=CC(=O)O)O,H1164
C0102,Geraniol,CAS:106-24-1,CID:637566,CHEMBL25719,C10H18O,CC(=CCCC(=CCO)C)C,H1164
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H1164
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H1164
C0455,Trans-Phytol,CAS:150-86-7,CID:5280435,CHEMBL1644111,C20H40O,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,H1164
C0483,Vitexin,CAS:3681-93-4,CID:5280441,CHEMBL487417,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,H1164
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H1164
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H1164
C0026,Diosmetin,CAS:520-34-3,CID:5281612,CHEMBL90568,C16H12O6,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H1164
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1164
C0229,Myricetin,CAS:529-44-2,CID:5281672,CHEMBL164,C15H10O8,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H1164
C0899,Andrographolide,CAS:5508-58-7,CID:5318517,CHEMBL186141,C20H30O5,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,H1164
C0534,Liriodenine,CAS:475-75-2,CID:10144,CHEMBL37736,C17H9NO3,O=C1c2ccccc2c2c3c1nccc3cc1c2OCO1,H1164
C0524,Propionic Acid,CAS:79-09-4,CID:1032,CHEMBL14021,C3H6O2,CCC(=O)O,H1164
C0540,Cis-Asarone,CAS:5273-86-9,CID:5281758,CHEMBL477752,C12H16O3,CC=CC1=CC(=C(C=C1OC)OC)OC,H1164
C0532,Procyanidin B2,CAS:29106-49-8,CID:122738,CHEMBL38714,C30H26O12,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,H1164
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1164
C0407,Sinapinate,None,CID:637775,CHEMBL109341,C11H12O5,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,H1164
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H1164
C0491,"1-(4-Hydroxy-Benzyl)-1,2,3,4-Tetrahydro-Isoquinoline-6,7-Diol",None,CID:114840,CHEMBL19344,C16H17NO3,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,H1164
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0425
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0425
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0425
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0425
C0229,Myricetin,CAS:529-44-2,CID:5281672,CHEMBL164,C15H10O8,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H0425
C0845,Acacetin,CAS:480-44-4,CID:5280442,CHEMBL243664,C16H12O5,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,H0425
C0935,Astragalin,CAS:480-10-4,CID:5282102,CHEMBL233930,C21H20O11,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H0425
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H0425
C1243,Cinnamic Acid,CAS:621-82-9,CID:444539,CHEMBL27246,C9H8O2,C1=CC=C(C=C1)C=CC(=O)O,H0776
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0776
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0382
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0382
C0851,Acetophenone,CAS:98-86-2,CID:7410,CHEMBL274467,C8H8O,CC(=O)c1ccccc1,H0382
C0055,Estradiol,CAS:50-28-2,CID:5757,CHEMBL135,C18H24O2,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,H0382
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H0382
C0258,Octanoic Acid,None,CID:379,CHEMBL324846,C8H16O2,CCCCCCCC(=O)O,H0382
C0072,Farnesol,CAS:4602-84-0,CID:445070,CHEMBL25308,C15H26O,CC(=CCCC(=CCCC(=CCO)C)C)C,H0382
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H0382
C1201,Butylated Hydroxytoluene,CAS:128-37-0,CID:31404,CHEMBL146,C15H24O,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,H0382
C0104,Ginsenoside Rh2,CAS:78214-33-2,CID:119307,CHEMBL1783834,C36H62O8,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,H0382
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0382
C0287,Palmitoleic Acid,CAS:373-49-9,CID:445638,CHEMBL453509,C16H30O2,CCCCCC/C=C\CCCCCCCC(=O)O,H0382
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H0382
C1162,Benzaldehyde,None,CID:240,CHEMBL15972,C7H6O,O=Cc1ccccc1,H0382
C0479,Vanillin,CAS:121-33-5,CID:1183,CHEMBL13883,C8H8O3,COC1=C(C=CC(=C1)C=O)O,H0382
C0471,Uridine,None,CID:6029,CHEMBL100259,C9H12N2O6,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)O,H0382
