Compound Id,Pref Name,CAS,Pubchem ID,Chembl ID,Formula,Smiles,Herb ID
C0399,Sesamin,CAS:607-80-7,CID:72307,CHEMBL252915,C20H18O6,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,H0629
C0219,Methyleugenol,CAS:93-15-2,CID:7127,CHEMBL108861,C11H14O2,C=CCc1ccc(c(c1)OC)OC,H0629
C0400,Sesamol,CAS:533-31-3,CID:68289,CHEMBL1517998,C7H6O3,C1OC2=C(O1)C=C(C=C2)O,H0629
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0629
C0063,Eucalyptol,CAS:470-82-6,CID:2758,CHEMBL1231862,C10H18O,CC1(C2CCC(O1)(CC2)C)C,H0629
C0240,Naphthalene,None,CID:931,CHEMBL16293,C10H8,C1=CC=C2C=CC=CC2=C1,H0629
C1218,Carvacrol,CAS:499-75-2,CID:10364,CHEMBL281202,C10H14O,CC(c1ccc(c(c1)O)C)C,H0629
C0381,Safrole,CAS:94-59-7,CID:5144,CHEMBL242273,C10H10O2,C=CCc1ccc2c(c1)OCO2,H0629
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H0629
C0921,Aristolochic Acid,CAS:313-67-7,CID:2236,CHEMBL93353,C17H11NO7,COc1cccc2c1cc(N(=O)=O)c1c2c2OCOc2cc1C(=O)O,H0629
C0956,Atenolol,CAS:29122-68-7,CID:2249,CHEMBL24,C14H22N2O3,OC(COc1ccc(cc1)CC(=N)O)CNC(C)C,H0629
C0248,Nifedipine,CAS:21829-25-4,CID:4485,CHEMBL193,C17H18N2O6,COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OC)C,H0629
C0447,Thymol,CAS:89-83-8,CID:6989,CHEMBL29411,C10H14O,CC1=CC(=C(C=C1)C(C)C)O,H0629
C0283,Paeonol,CAS:552-41-0,CID:11092,CHEMBL1079227,C9H10O3,CC(=O)C1=C(C=C(C=C1)OC)O,H0629
C0100,Gefitinib,None,CID:123631,CHEMBL939,C22H24ClFN4O3,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,H0629
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H0629
C0242,Naringenin,CAS:480-41-1,CID:439246,CHEMBL9352,C15H12O5,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H0629
C0523,Terpineol,None,CID:11230,CHEMBL507795,C10H18O,CC1=CCC(CC1)(O)C(C)C,H0629
C0504,Limonene,CAS:138-86-3,CID:440917,CHEMBL449062,C10H16,CC1=CCC(CC1)C(=C)C,H0629
C0697,?-Pinene,CAS:80-56-8,CID:440968,CHEMBL3109297,C10H16,CC1=CC[C@H]2C[C@@H]1C2(C)C,H0629
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",None,CID:2537,CHEMBL15768,C10H16O,CC1(C2CCC1(C(=O)C2)C)C,H0629
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H0629
C0491,"1-(4-Hydroxy-Benzyl)-1,2,3,4-Tetrahydro-Isoquinoline-6,7-Diol",None,CID:114840,CHEMBL19344,C16H17NO3,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,H0629
C0188,Linalool,CAS:78-70-6,CID:6549,CHEMBL25306,C10H18O,CC(=CCCC(C)(C=C)O)C,H0892
C0479,Vanillin,CAS:121-33-5,CID:1183,CHEMBL13883,C8H8O3,COC1=C(C=CC(=C1)C=O)O,H0892
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0892
C1247,Citronellol,CAS:106-22-9,CID:8842,CHEMBL395827,C10H20O,OCCC(CCC=C(C)C)C,H0892
C0447,Thymol,CAS:89-83-8,CID:6989,CHEMBL29411,C10H14O,CC1=CC(=C(C=C1)C(C)C)O,H0892
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H0892
C1240,Chrysophanol,CAS:481-74-3,CID:10208,CHEMBL41092,C15H10O4,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,H0892
C0219,Methyleugenol,CAS:93-15-2,CID:7127,CHEMBL108861,C11H14O2,C=CCc1ccc(c(c1)OC)OC,H0892
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0892
C0258,Octanoic Acid,None,CID:379,CHEMBL324846,C8H16O2,CCCCCCCC(=O)O,H0892
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H0892
C0489,Z-Butylidenephthalide,CAS:72917-31-8,CID:642376,CHEMBL249592,C12H12O2,CCCC=C1C2=CC=CC=C2C(=O)O1,H0892
C0186,Ligustilide,CAS:4431-01-0,CID:5319022,CHEMBL481246,C12H14O2,CCC/C=C/1\OC(=O)C2=C1CCC=C2,H0892
C0073,Ferulic Acid,CAS:1135-24-6,CID:445858,CHEMBL32749,C10H10O4,COc1cc(/C=C/C(=O)O)ccc1O,H0892
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H0892
C0087,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol,CAS:536-59-4,CID:10819,CHEMBL444711,C10H16O,OCC1=CCC(CC1)C(=C)C,H0892
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H0892
C0523,Terpineol,None,CID:11230,CHEMBL507795,C10H18O,CC1=CCC(CC1)(O)C(C)C,H0892
C0562,Uracil,CAS:66-22-8,CID:1174,CHEMBL566,C4H4N2O2,C1=CNC(=O)NC1=O,H0892
C0610,Butylphthalide,CAS:6066-49-5,CID:61361,CHEMBL248594,C12H14O2,CCCCC1C2=CC=CC=C2C(=O)O1,H0892
C0677,Senkyunolide,CAS:63038-10-8,CID:173843,CHEMBL2288883,C12H16O2,CCCCC1OC(=O)C2=C1CCC=C2,H0892
C0573,Choline Chloride,None,CID:6209,CHEMBL282468,C5H14ClNO,OCC[N+](C)(C)C.[Cl-],H0892
C0598,Chuanxiongzine,None,CID:14296,CHEMBL303697,C8H12N2,CC1=C(N=C(C(=N1)C)C)C,H0892
C0548,Alpha-Humulone,None,CID:5281520,CHEMBL251280,C15H24,CC1=CCC(C=CCC(=CCC1)C)(C)C,H0892
C0583,"Methyl Hexadecanate,Methyl Palmitate",None,CID:8181,CHEMBL335125,C17H34O2,CCCCCCCCCCCCCCCC(=O)OC,H0892
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H0892
C0732,"3(S)-3-Butyl-4,5-Dihydrophthalide",None,CID:3085257,None,C12H16O2,CCCCC1C2=C(C=CCC2)C(=O)O1,H0892
C0383,Salicylic Acid,CAS:69-72-7,CID:338,CHEMBL424,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O,H1044
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0567
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0567
C0479,Vanillin,CAS:121-33-5,CID:1183,CHEMBL13883,C8H8O3,COC1=C(C=CC(=C1)C=O)O,H0567
C0229,Myricetin,CAS:529-44-2,CID:5281672,CHEMBL164,C15H10O8,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H0567
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0567
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H0567
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0534
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0534
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H0534
C0467,Tyrosol,CAS:501-94-0,CID:10393,CHEMBL53566,C8H10O2,OCCc1ccc(cc1)O,H0534
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H0534
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0534
C0483,Vitexin,CAS:3681-93-4,CID:5280441,CHEMBL487417,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,H0985
C1258,Coumaric Acid,CAS:25429-38-3,CID:637542,CHEMBL66879,C9H8O3,C1=CC(=CC=C1C=CC(=O)O)O,H0985
C0245,Niacin,CAS:59-67-6,CID:938,CHEMBL573,C6H5NO2,C1=CC(=CN=C1)C(=O)O,H0133
C0125,Histamine,CAS:51-45-6,CID:774,CHEMBL90,C5H9N3,C1=C(NC=N1)CCN,H0133
C0399,Sesamin,CAS:607-80-7,CID:72307,CHEMBL252915,C20H18O6,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,H0710
C0919,Arctigenin,CAS:7770-78-7,CID:64981,CHEMBL435734,C21H24O6,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC,H0710
C0449,Tiliroside,CAS:20316-62-5,CID:5320686,CHEMBL266564,C30H26O13,O=C(OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O)/C=C/c1ccc(cc1)O,H0710
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0710
C0198,Lupeol,CAS:545-47-1,CID:259846,CHEMBL289191,C30H50O,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,H0710
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0710
C1166,Benzoic Acid,None,CID:20144841,CHEMBL541,C7H6O2,OC(=O)c1ccccc1,H0710
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0710
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0710
C0201,Lycorine,CAS:476-28-8,CID:72378,CHEMBL400092,C16H17NO4,C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4,H0976
C0447,Thymol,CAS:89-83-8,CID:6989,CHEMBL29411,C10H14O,CC1=CC(=C(C=C1)C(C)C)O,H0976
C0425,Tangeretin,CAS:481-53-8,CID:68077,CHEMBL73930,C20H20O7,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,H0976
C0243,Naringin,CAS:10236-47-2,CID:442428,CHEMBL451532,C27H32O14,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,H0976
C1218,Carvacrol,CAS:499-75-2,CID:10364,CHEMBL281202,C10H14O,CC(c1ccc(c(c1)O)C)C,H0976
C0077,Flavone,CAS:525-82-6,CID:10680,CHEMBL275638,C15H10O2,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,H0976
C0003,Deguelin,None,CID:107935,CHEMBL393417,C23H22O6,COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C=CC(Oc1cc2)(C)C,H0669
C0375,Rotenone,CAS:83-79-4,CID:6758,CHEMBL429023,C23H22O6,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,H0669
C0141,Indigo,CAS:482-89-3,CID:5318432,CHEMBL599552,C16H10N2O2,O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2,H0669
C0142,Indirubin,CAS:479-41-4,CID:5318433,CHEMBL1276127,C16H10N2O2,O=C1/C(=C\2/C(=Nc3c2cccc3)O)/Nc2c1cccc2,H0669
C0880,Allyl Isothiocyanate,CAS:57-06-7,CID:5971,CHEMBL233248,C4H5NS,C=CCN=C=S,H0669
C0011,Diallyl Sulfide,CAS:592-88-1,CID:11617,CHEMBL170458,C6H10S,C=CCSCC=C,H0669
C0874,Allitridin,CAS:2050-87-5,CID:16315,CHEMBL123040,C6H10S3,C=CCSSSCC=C,H0669
C0183,L-Fucose,CAS:2438-80-4,CID:17106,CHEMBL469449,C6H12O5,O[C@@H]1[C@H](C)OC([C@H]([C@@H]1O)O)O,H0669
C0872,Allicin,CAS:539-86-6,CID:65036,CHEMBL359965,C6H10OS2,C=CCSS(=O)CC=C,H0669
C0504,Limonene,CAS:138-86-3,CID:440917,CHEMBL449062,C10H16,CC1=CCC(CC1)C(=C)C,H0669
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0435
C0490,Zerumbone,CAS:471-05-6,CID:5470187,CHEMBL245412,C15H22O,C/C/1=C\CC(C)(C)/C=C/C(=O)/C(=C/CC1)/C,H0728
C0504,Limonene,CAS:138-86-3,CID:440917,CHEMBL449062,C10H16,CC1=CCC(CC1)C(=C)C,H0171
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0680
C0420,Succinic Acid,CAS:110-15-6,CID:1110,CHEMBL576,C4H6O4,C(CC(=O)O)C(=O)O,H0680
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0680
C0478,Vanillic Acid,CAS:121-34-6,CID:8468,CHEMBL120568,C8H8O4,COC1=C(C=CC(=C1)C(=O)O)O,H1141
C0587,(+)-Taxifolin,CAS:480-18-2,CID:439533,CHEMBL66,C15H12O7,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,H1141
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1141
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H1141
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1141
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H1141
C0089,Galangin,CAS:548-83-4,CID:5281616,CHEMBL309490,C15H10O5,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H1141
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H1141
C0046,Epigallocatechin,CAS:970-74-1,CID:72277,CHEMBL47386,C15H14O7,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,H1141
C0242,Naringenin,CAS:480-41-1,CID:439246,CHEMBL9352,C15H12O5,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H1141
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1141
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H1141
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1141
C0370,Rhynchophylline,CAS:76-66-4,CID:5281408,CHEMBL519266,C22H28N2O4,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O,H1099
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1099
C1220,Catechin,None,CID:1203,CHEMBL206452,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1099
C0476,Ursolic Acid,CAS:77-52-1,CID:64945,CHEMBL169,C30H48O3,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,H1099
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1099
C0905,Anethole,CAS:104-46-1,CID:637563,CHEMBL452630,C10H12O,CC=CC1=CC=C(C=C1)OC,H1099
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H1099
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H1099
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H1099
C0727,Isocorynoxeine,CAS:51014-29-0,CID:3037448,CHEMBL481359,C22H26N2O4,COC=C(C1CC2C3(CCN2CC1C=C)C4=CC=CC=C4NC3=O)C(=O)OC,H1099
C0825,Isomitraphylline,CAS:4963-01-3,CID:11726520,None,C21H24N2O4,COC(=C1C=[O][C@H]([C@@H]2[C@@H]1C[C@@H]1[NH+](C2)CC[C@]21C(=O)Nc1c2cccc1)C)[O-],H1099
C0532,Procyanidin B2,CAS:29106-49-8,CID:122738,CHEMBL38714,C30H26O12,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,H1099
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1099
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H0821
C1237,Chrysin,CAS:480-40-0,CID:5281607,CHEMBL117,C15H10O4,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,H0821
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H0821
C0063,Eucalyptol,CAS:470-82-6,CID:2758,CHEMBL1231862,C10H18O,CC1(C2CCC(O1)(CC2)C)C,H0821
C0188,Linalool,CAS:78-70-6,CID:6549,CHEMBL25306,C10H18O,CC(=CCCC(C)(C=C)O)C,H0821
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0821
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0821
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0821
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0821
C0504,Limonene,CAS:138-86-3,CID:440917,CHEMBL449062,C10H16,CC1=CCC(CC1)C(=C)C,H0821
C0523,Terpineol,None,CID:11230,CHEMBL507795,C10H18O,CC1=CCC(CC1)(O)C(C)C,H0821
C0519,Pinostrobin,CAS:480-37-5,CID:73201,CHEMBL254613,C16H14O4,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccccc1,H0821
C0547,Caryophyllene,CAS:87-44-5,CID:5281522,CHEMBL448700,C15H24,C/C/1=C/CCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,H0821
C0548,Alpha-Humulone,None,CID:5281520,CHEMBL251280,C15H24,CC1=CCC(C=CCC(=CCC1)C)(C)C,H0821
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H0821
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0907
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0429
C0039,Ellagic Acid,CAS:476-66-4,CID:5281855,CHEMBL6246,C14H6O8,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,H0429
C1166,Benzoic Acid,None,CID:20144841,CHEMBL541,C7H6O2,OC(=O)c1ccccc1,H0429
C0383,Salicylic Acid,CAS:69-72-7,CID:338,CHEMBL424,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O,H0429
C0130,Hydroquinone,CAS:123-31-9,CID:785,CHEMBL537,C6H6O2,C1=CC(=CC=C1O)O,H0429
C1114,Baicalein,CAS:491-67-8,CID:5281605,CHEMBL8260,C15H10O5,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,H0429
C0283,Paeonol,CAS:552-41-0,CID:11092,CHEMBL1079227,C9H10O3,CC(=O)C1=C(C=C(C=C1)OC)O,H0429
C0478,Vanillic Acid,CAS:121-34-6,CID:8468,CHEMBL120568,C8H8O4,COC1=C(C=CC(=C1)C(=O)O)O,H0429
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H0429
C1125,Baicalin,CAS:21967-41-9,CID:64982,CHEMBL485818,C21H18O11,OC(=O)[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O,H0429
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0429
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0429
C0349,Pyrogallol,CAS:87-66-1,CID:1057,CHEMBL307145,C6H6O3,Oc1c(O)cccc1O,H0429
C0328,Propyl Gallate,CAS:121-79-9,CID:4947,CHEMBL7983,C10H12O5,CCCOC(=O)c1cc(O)c(c(c1)O)O,H0429
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0429
C1211,Cannabidiol,CAS:13956-29-1,CID:644019,CHEMBL190461,C21H30O2,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,H0204
C0035,Dronabinol,CAS:1972-08-3,CID:16078,CHEMBL465,C21H30O2,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,H0204
C1212,Cannabigerol,CAS:25654-31-3,CID:5315659,CHEMBL497318,C21H32O2,CCCCCc1cc(O)c(c(c1)O)C/C=C(/CCC=C(C)C)\C,H0204
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0204
C1162,Benzaldehyde,None,CID:240,CHEMBL15972,C7H6O,O=Cc1ccccc1,H0204
C0917,Arachidonic Acid,None,CID:444899,CHEMBL15594,C20H32O2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,H0204
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0204
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H0204
C0287,Palmitoleic Acid,CAS:373-49-9,CID:445638,CHEMBL453509,C16H30O2,CCCCCC/C=C\CCCCCCCC(=O)O,H0204
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0204
C0483,Vitexin,CAS:3681-93-4,CID:5280441,CHEMBL487417,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,H0204
C0283,Paeonol,CAS:552-41-0,CID:11092,CHEMBL1079227,C9H10O3,CC(=O)C1=C(C=C(C=C1)OC)O,H0204
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H0204
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H0204
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H0204
C0479,Vanillin,CAS:121-33-5,CID:1183,CHEMBL13883,C8H8O3,COC1=C(C=CC(=C1)C=O)O,H0204
C0095,Gamolenic Acid,CAS:506-26-3,CID:5280933,CHEMBL464982,C18H30O2,CCCCCC=CCC=CCC=CCCCCC(=O)O,H0204
