Target ID,Protein Name,Gene Symbol,Uniprot ID,Herb ID,Chinese Pin Yin,English_name,Latin_name
T49A2A,Sodium/hydrogen exchanger 1,SLC9A1,P19634,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T33BF9,DNA,DNMT3B,Q9UBC3,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T34N64,NA,MIR29B1,NA,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T70NYW,Fibroblast growth factor receptor 4,FGFR4,P22455,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T27LA6,DNA,DNMT1,P26358,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T24VJT,GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase,H6PD,O95479,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T93YV8,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,O00300,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T76B0A,Gap junction alpha-1 protein,GJA1,P17302,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T30NJL,Electrogenic sodium bicarbonate cotransporter 1,SLC4A4,Q9Y6R1,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T88MR0,Solute carrier family 26 member 6,SLC26A6,Q9BXS9,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T05WU9,Serine/threonine-protein phosphatase 2A activator,PTPA,Q15257,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T74V1Z,Dual specificity mitogen-activated protein kinase kinase 7,MAP2K7,O14733,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T98QOA,DNA-dependent protein kinase catalytic subunit,PRKDC,P78527,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T03G09,Tumor necrosis factor ligand superfamily member 11,TNFSF11,O14788,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T15RPU,Kinesin-like protein KIF20A,KIF20A,O95235,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T72BXP,Platelet endothelial cell adhesion molecule,PECAM1,P16284,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T24LWC,Sodium-dependent dopamine transporter,SLC6A3,Q01959,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T68DAN,Histone deacetylase 9,HDAC9,Q9UKV0,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T49CBW,Class E basic helix-loop-helix protein 40,BHLHE40,O14503,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T89SY7,Zinc finger and BTB domain-containing protein 16,ZBTB16,Q05516,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T20H9F,Stromelysin-1,MMP3,P08254,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T70B7U,Angiotensin-converting enzyme 2,ACE2,Q9BYF1,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T30TYH,Phospholipase A2,PLA2G1B,P04054,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T33OSQ,Sterol regulatory element-binding protein 1,SREBF1,P36956,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T21EGX,Multidrug resistance-associated protein 1,ABCC1,P33527,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T30D9G,Superoxide dismutase [Cu-Zn],SOD1,P00441,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T23RXU,"Glutathione reductase, mitochondrial",GSR,P00390,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T59DDI,Liver carboxylesterase 1,CES1,P23141,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T95IYZ,Adiponectin,ADIPOQ,Q15848,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T03NWF,Sterol O-acyltransferase 1,SOAT1,P35610,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T95RKQ,Sterol O-acyltransferase 2,SOAT2,O75908,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T84XYQ,Polycystin-2,PKD2,Q13563,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T87WH7,Fos-related antigen 2,FOSL2,P15408,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T38EQ6,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,H1069,Gan Cao Gan Gao,Glycyrrhiza inflata,Glycyrrhiza uralensis
T48J1U,Aldo-keto reductase family 1 member C1,AKR1C1,Q04828,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T04MBA,Vascular endothelial growth factor receptor 2,KDR,P35968,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T29JZ3,Vascular endothelial growth factor receptor 3,FLT4,P35916,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T84WE9,Vascular endothelial growth factor receptor 1,FLT1,P17948,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T76PKX,Mast/stem cell growth factor receptor Kit,KIT,P10721,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T85U8U,Caspase-3,CASP3,P42574,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T63BQU,Cytochrome P450 1A1,CYP1A1,P04798,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T27U96,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T49TDM,Matrix metalloproteinase-9,MMP9,P14780,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T42PUG,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T68SE0,"Solute carrier family 2, facilitated glucose transporter member 4",SLC2A4,P14672,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T80OJF,Interstitial collagenase,MMP1,P03956,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T52CKD,Pro-epidermal growth factor,EGF,P01133,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T53AOE,Transforming growth factor beta-1 proprotein [Cleaved into: Latency-associated peptide,TGFB1,P01137,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T23VMI,Tumor necrosis factor,TNF,P01375,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T64BTV,Interleukin-1 beta,IL1B,P01584,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T01QLH,Estrogen receptor,ESR1,P03372,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T06Q1R,Amine oxidase [flavin-containing] B,MAOB,P27338,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T82JWE,Cellular tumor antigen p53,TP53,P04637,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T26EZU,Myc proto-oncogene protein,MYC,P01106,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T40DIM,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,P28845,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T58FWN,Tyrosine-protein kinase BTK,BTK,Q06187,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T78O6C,Mothers against decapentaplegic homolog 3,SMAD3,P84022,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T93SFQ,NAD-dependent protein deacetylase sirtuin-1,SIRT1,Q96EB6,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T84CEG,Claudin-5,CLDN5,O00501,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T30AEN,Aquaporin-5,AQP5,P55064,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T02GD4,Tumor necrosis factor ligand superfamily member 6,FASLG,P48023,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T47RAK,NA,MIR145,NA,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T37ADS,Early growth response protein 1,EGR1,P18146,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T11BI7,Toll-like receptor 4,TLR4,O00206,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T75NEV,Aquaporin-1,AQP1,P29972,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T54SZZ,Endoplasmic reticulum chaperone BiP,HSPA5,P11021,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T95K0K,Interferon alpha-1/13,IFNA1; IFNA13,P01562,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T92BZ2,Catenin beta-1,CTNNB1,P35222,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T20JZ2,Androgen receptor,AR,P10275,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T37SV3,Occludin,OCLN,Q16625,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T64LKA,Bile salt export pump,ABCB11,O95342,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T12RJE,Casein kinase II subunit alpha',CSNK2A2,P19784,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T13I7C,Transforming growth factor beta-2 proprotein,TGFB2,P61812,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T69F5W,Forkhead box protein D3,FOXD3,Q9UJU5,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T54VET,Protein tyrosine phosphatase type IVA 3,PTP4A3,O75365,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T80TUC,Apoptosis regulator BAX,BAX,Q07812,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T47C6A,Phosphoglycerate mutase 1,PGAM1,P18669,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T44EUX,Fragile X mental retardation syndrome-related protein 1,FXR1,P51114,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T26CFB,DNA damage-inducible transcript 3 protein,DDIT3,P35638;P0DPQ6,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T92LK2,Tumor necrosis factor ligand superfamily member 10,TNFSF10,P50591,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T24U57,E-selectin,SELE,P16581,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T59IKQ,Vascular cell adhesion protein 1,VCAM1,P19320,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T63GUB,Proto-oncogene c-Fos,FOS,P01100,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T13KGH,Tyrosinase,TYR,P14679,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T65S3S,Tyrosine-protein kinase JAK2,JAK2,O60674,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T67ZT3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN,P60484,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T97XMW,NA,MIR374A,NA,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T55IIP,CDGSH iron-sulfur domain-containing protein 1,CISD1,Q9NZ45,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T32JN2,Beta-glucuronidase,GUSB,P08236,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T92HNO,High mobility group protein B1,HMGB1,P09429,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T16MRU,"NACHT, LRR and PYD domains-containing protein 3",NLRP3,Q96P20,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T75H3W,Cyclin-dependent kinase 2,CDK2,P24941,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T77TY2,Protein disulfide-isomerase,P4HB,P07237,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T61J7T,Mothers against decapentaplegic homolog 2,SMAD2,Q15796,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T40G6B,Prostaglandin reductase 1,PTGR1,Q14914,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T09GFP,"Maltase-glucoamylase, intestinal [Includes: Maltase",MGAM,O43451,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T10HL8,Intercellular adhesion molecule 1,ICAM1,P05362,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T44LWL,Transcription factor p65,RELA,Q04206,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T88LSZ,Aromatase,CYP19A1,P11511,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T94VM4,17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD 2) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Microsomal 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),HSD17B2,P37059,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T50V79,Interleukin-4,IL4,P05112,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T07TMB,Cyclin-dependent kinase 1,CDK1,P06493,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T24LXT,G2/mitotic-specific cyclin-B1,CCNB1,P14635,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T35QZO,Cytochrome c,CYCS,P99999,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T64W2K,Cyclin-dependent kinase inhibitor 1,CDKN1A,P38936,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T86UXL,Cyclin-A2,CCNA2,P20248,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T04UTZ,G1/S-specific cyclin-E1,CCNE1,P24864,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T38BR0,G1/S-specific cyclin-D2,CCND2,P30279,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T10ICM,Oxidized low-density lipoprotein receptor 1,OLR1,P78380,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T14LSK,E3 ubiquitin-protein ligase XIAP,XIAP,P98170,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T74D4Y,CASP8 and FADD-like apoptosis regulator,CFLAR,O15519,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T74I49,Bcl-2-like protein 1,BCL2L1,Q07817,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T75HMM,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,Q07820,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T79KQO,NF-kappa-B inhibitor alpha,NFKBIA,P25963,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T95K8Q,Intestinal-type alkaline phosphatase,ALPI,P09923,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T42D4V,Histone deacetylase 1,HDAC1,Q13547,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T04TWI,CD40 ligand,CD40LG,P29965,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T82ALJ,Glycogen synthase kinase-3 beta,GSK3B,P49841,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T41TXS,Retinoblastoma-associated protein,RB1,P06400,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T54VQA,Cyclin-dependent kinase inhibitor 2A,CDKN2A,P42771,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T06PVX,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T42XY2,Insulin-like growth factor 1 receptor,IGF1R,P08069,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T37VLU,Interferon gamma,IFNG,P01579,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T36SOV,Plasminogen activator inhibitor 1,SERPINE1,P05121,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T84P70,Urokinase-type plasminogen activator,PLAU,P00749,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T92UBJ,Acetyl-CoA carboxylase 1,ACACA,Q13085,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T86MX7,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,P28907,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T87WMV,Sodium/potassium-transporting ATPase subunit gamma,FXYD2,P54710,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T32R5L,Cyclin-dependent kinase 9,CDK9,P50750,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T86ROZ,Heme oxygenase 1,HMOX1,P09601,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T83SXS,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,HSD17B7,P56937,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T00KKS,Sodium/iodide cotransporter,SLC5A5,Q92911,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T88B8X,Insulin receptor,INSR,P06213,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T50GQE,Interleukin-13,IL13,P35225,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T62QDU,Alpha- and gamma-adaptin-binding protein p34,AAGAB,Q6PD74,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T10S5F,Cyclin-dependent kinase 4,CDK4,P11802,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T22I6G,Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6),CDKN2C,P42773,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T22IMH,Cyclin-dependent kinase 6,CDK6,Q00534,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T25S1M,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1) (Fragment),p27 kip1,O43806,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T78ILO,Stearoyl-CoA desaturase,SCD,O00767,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T96G89,"Fatty acid-binding protein, adipocyte",FABP4,P15090,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T26KIE,Transcription factor AP-1,JUN,P05412,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T05PKX,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,P05093,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T74ETU,Steroid 21-hydroxylase,CYP21A2,P08686,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T64X48,C-X-C chemokine receptor type 4,CXCR4,P61073,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T02WMA,Ornithine decarboxylase,ODC1,P11926,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T48DAP,40S ribosomal protein S9,RPS9,P46781,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T16UZ4,Dipeptidyl peptidase 4,DPP4,P27487,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T06IYF,Adenomatous polyposis coli protein,APC,P25054,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T23P74,Caspase-9,CASP9,P55211,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T90ORW,Bcl2-associated agonist of cell death,BAD,Q92934,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T42EAZ,Vascular endothelial growth factor A,VEGFA,P15692,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T98FWP,NF-kappa-B essential modulator,IKBKG,Q9Y6K9,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T89L4V,Insulin,INS,P01308,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T91T8I,Glucose-6-phosphatase catalytic subunit 1,G6PC1,P35575,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T33OPP,Interleukin-6,IL6,P05231,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T68HNO,Glutathione S-transferase omega-1,GSTO1,P78417,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T69NG6,Interleukin-10,IL10,P22301,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T49ORJ,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
T00QMT,NA,MIR15B,NA,H1070,Gan Cao Gan Gao Fen,Glycyrrhiza inflata,Glycyrrhiza uralensis
