Target ID,Protein Name,Gene Symbol,Uniprot ID,Herb ID,Chinese Pin Yin,English_name,Latin_name
T12WTT,Interleukin-5,IL5,P05113,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T27U96,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T16A2X,Catalase,CAT,P04040,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T30D9G,Superoxide dismutase [Cu-Zn],SOD1,P00441,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T87UKX,Glucose-6-phosphate 1-dehydrogenase,G6PD,P11413,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T82JWE,Cellular tumor antigen p53,TP53,P04637,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T20OEM,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,Q13526,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T17CZC,Tissue factor,F3,P13726,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T02HSM,Neuroglobin,NGB,Q9NPG2,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T58XLK,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T83YZD,Acetylcholinesterase,ACHE,P22303,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T13KGH,Tyrosinase,TYR,P14679,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T91T8I,Glucose-6-phosphatase catalytic subunit 1,G6PC1,P35575,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T25Y64,Cholinesterase,BCHE,P06276,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T42EAZ,Vascular endothelial growth factor A,VEGFA,P15692,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T74LFK,Neurogenic locus notch homolog protein 1,NOTCH1,P46531,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T62ERY,Interleukin-1 receptor-associated kinase 4,IRAK4,Q9NWZ3,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T22NX4,Toll-like receptor 2,TLR2,O60603,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T76AZQ,Histidine decarboxylase,HDC,P19113,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T69RXK,Cytochrome P450 2C9,CYP2C9,P11712,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T18CUI,Neuron-specific calcium-binding protein hippocalcin,HPCA,P84074,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T60UPF,Parvalbumin alpha,PVALB,P20472,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T39RV3,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,Q02750,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T66S13,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,P36507,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T08SJX,Astrocytic phosphoprotein PEA-15,PEA15,Q15121,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T38OQ4,Peroxiredoxin-2,PRDX2,P32119,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T38J3Y,Gamma-enolase,ENO2,P09104,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T92BZ2,Catenin beta-1,CTNNB1,P35222,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T09BRP,NA,PKB_RS07820,NA,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T54CIF,Interleukin-8,CXCL8,P10145,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T21DZX,Amine oxidase [flavin-containing] A,MAOA,P21397,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T26KIE,Transcription factor AP-1,JUN,P05412,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T34DZ7,Interleukin-2,IL2,P60568,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T79KQO,NF-kappa-B inhibitor alpha,NFKBIA,P25963,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T44LWL,Transcription factor p65,RELA,Q04206,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T64X48,C-X-C chemokine receptor type 4,CXCR4,P61073,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T67ZT3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN,P60484,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T49TDM,Matrix metalloproteinase-9,MMP9,P14780,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T80GUN,72 kDa type IV collagenase,MMP2,P08253,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T31ZFD,Aldehyde oxidase,AOX1,Q06278,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T09INZ,Transient receptor potential cation channel subfamily A member 1,TRPA1,O75762,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T23VMI,Tumor necrosis factor,TNF,P01375,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T69NG6,Interleukin-10,IL10,P22301,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T80WPU,Protein ABHD15,ABHD15,Q6UXT9,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T34HYH,Interleukin-1 alpha,IL1A,P01583,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T51EKP,Apolipoprotein M,APOM,O95445,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T56OUM,14-3-3 protein zeta/delta,YWHAZ,P63104,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T76QBQ,CREB-regulated transcription coactivator 2,CRTC2,Q53ET0,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T07VV7,Guanylin,GUCA2A,Q02747,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T24YWQ,Insulin-degrading enzyme,IDE,P14735,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T30VNV,Myeloperoxidase,MPO,P05164,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T60XJI,Transient receptor potential cation channel subfamily M member 8,TRPM8,Q7Z2W7,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T64BTV,Interleukin-1 beta,IL1B,P01584,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T67KTV,Transient receptor potential cation channel subfamily V member 1,TRPV1,Q8NER1,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T84W8G,Aryl hydrocarbon receptor,AHR,P35869,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T39M6J,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T69XVX,Cytochrome P450 1B1,CYP1B1,Q16678,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T06Q1R,Amine oxidase [flavin-containing] B,MAOB,P27338,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T25M2J,Anoctamin-1,ANO1,Q5XXA6,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T29XZT,Pulmonary surfactant-associated protein A1,SFTPA1,Q8IWL2,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T40SWE,Glutamate carboxypeptidase 2,FOLH1,Q04609,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T85U8U,Caspase-3,CASP3,P42574,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T10KMJ,Insulin-like growth factor II,IGF2,P01344,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T92E71,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,P80365,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T49ORJ,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T53YWQ,Pro-neuropeptide Y [Cleaved into: Neuropeptide Y,NPY,P01303,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T70SFS,"Superoxide dismutase [Mn], mitochondrial",SOD2,P04179,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T50V79,Interleukin-4,IL4,P05112,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T28DIY,Immunoglobulin heavy constant epsilon,IGHE,P01854,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T50GQE,Interleukin-13,IL13,P35225,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T86YQL,Prolactin,PRL,P01236,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T13I7C,Transforming growth factor beta-2 proprotein,TGFB2,P61812,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T26EZU,Myc proto-oncogene protein,MYC,P01106,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T36I66,Metallothionein-2,MT2A,P02795,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T45WII,Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide,TGFB3,P10600,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T74I49,Bcl-2-like protein 1,BCL2L1,Q07817,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T80TUC,Apoptosis regulator BAX,BAX,Q07812,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T02QBS,Cytochrome P450 1A2,CYP1A2,P05177,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T70HTD,Cytochrome P450 2E1,CYP2E1,P05181,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T85AXP,Cytochrome P450 3A4,CYP3A4,P08684,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T70KPE,Transient receptor potential cation channel subfamily V member 3,TRPV3,Q8NET8,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T06ADX,Tyrosine-protein kinase receptor UFO,AXL,P30530,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T48J2C,Transient receptor potential cation channel subfamily M member 7,TRPM7,Q96QT4,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T70LAB,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T49PL1,Low-density lipoprotein receptor,LDLR,P01130,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T53KY7,Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T82G3R,Integrin beta-3,ITGB3,P05106,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T54SZZ,Endoplasmic reticulum chaperone BiP,HSPA5,P11021,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T63GUB,Proto-oncogene c-Fos,FOS,P01100,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T04HTN,Cyclic AMP-dependent transcription factor ATF-3,ATF3,P18847,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T20MBF,Serotransferrin,TF,P02787,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T78O6C,Mothers against decapentaplegic homolog 3,SMAD3,P84022,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T05XOE,Macrophage mannose receptor 1,MRC1,P22897,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T57L0X,Oxysterols receptor LXR-alpha,NR1H3,Q13133,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T31U13,Cytochrome P450 2C19,CYP2C19,P33261,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T88LSZ,Aromatase,CYP19A1,P11511,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T21Q0D,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T19EKF,Cholecystokinin,CCK,P06307,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T39YFG,Trypsin-1,PRSS1,P07477,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T43NBB,"Solute carrier family 2, facilitated glucose transporter member 2",SLC2A2,P11168,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T51WGR,Pancreas/duodenum homeobox protein 1,PDX1,P52945,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T89L4V,Insulin,INS,P01308,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T19XSL,"Fatty acid-binding protein, liver",FABP1,P07148,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T23APZ,Retinol-binding protein 2,RBP2,P50120,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T14JSX,Plasminogen,PLG,P00747,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T07S0E,BDNF/NT-3 growth factors receptor,NTRK2,Q16620,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T12T4H,Brain-derived neurotrophic factor,BDNF,P23560,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T74WWP,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T67HYX,Mitochondrial uncoupling protein 3,UCP3,P55916,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T77FOL,Neuromodulin,GAP43,P17677,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T03NWF,Sterol O-acyltransferase 1,SOAT1,P35610,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T90XYZ,C-reactive protein,CRP,P02741,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T62P0D,Collagenase 3,MMP13,P45452,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T38WWN,Serum paraoxonase/arylesterase 1,PON1,P27169,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T02DEN,Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide,GCG,P01275,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T38K2W,Receptor tyrosine-protein kinase erbB-2,ERBB2,P04626,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T48UT8,Cholesteryl ester transfer protein,CETP,P11597,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T67RBZ,Mitochondrial uncoupling protein 2,UCP2,P55851,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T32HPO,Aspartyl aminopeptidase,DNPEP,Q9ULA0,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T93VFT,Endothelin-1,EDN1,P05305,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T54WR0,Fatty acid-binding protein 5,FABP5,Q01469,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T36SOV,Plasminogen activator inhibitor 1,SERPINE1,P05121,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T23YZF,Peptidyl-glycine alpha-amidating monooxygenase,PAM,P19021,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T75EH8,Glucagon-like peptide 1 receptor,GLP1R,P43220,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T19K8W,Signal transducer and activator of transcription 5B,STAT5B,P51692,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T52VL6,Signal transducer and activator of transcription 5A,STAT5A,P42229,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T67LRH,RNA-binding protein Musashi homolog 1,MSI1,O43347,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T48YPL,Aquaporin-3,AQP3,Q92482,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T53SLQ,Aquaporin-9,AQP9,O43315,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T20H9F,Stromelysin-1,MMP3,P08254,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T02YLA,Alpha-lactalbumin,LALBA,P00709,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T64W2K,Cyclin-dependent kinase inhibitor 1,CDKN1A,P38936,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T02GD4,Tumor necrosis factor ligand superfamily member 6,FASLG,P48023,H0002,Hui Xiang,Fennel fruit,Foeniculum vulgare
T38T1U,Caspase-8,T01IGB,Serine/threonine-protein kinase/endoribonuclease IRE2,ERN2,Q76MJ5,Setose thistle,Cirsium setosum
T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T73LXA,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,P0DMV8;P0DMV9,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T09KPZ,Vimentin,VIM,P08670,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T94H37,Cadherin-1,CDH1,P12830,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T83YZD,Acetylcholinesterase,ACHE,P22303,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T31RKU,Glycerol kinase,GK,P32189,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T05WWN,Corticoliberin,CRH,P06850,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T16MRU,"NACHT, LRR and PYD domains-containing protein 3",NLRP3,Q96P20,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T47WT6,Breast cancer type 1 susceptibility protein,BRCA1,P38398,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T03VS9,Protein-tyrosine kinase 2-beta,PTK2B,Q14289,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T61QXV,Nuclear respiratory factor 1,NRF1,Q16656,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T18DUA,Tight junction protein ZO-1,TJP1,Q07157,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T52T5O,Axin-1,AXIN1,O15169,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T60XS5,Lymphoid enhancer-binding factor 1,LEF1,Q9UJU2,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T78EXU,Axin-2,AXIN2,Q9Y2T1,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T84CEG,Claudin-5,CLDN5,O00501,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T95IYZ,Adiponectin,ADIPOQ,Q15848,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T04HXV,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,P31930,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T86O9J,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,P19404,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T91KTQ,Methyl-CpG-binding protein 2,MECP2,P51608,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T43LYL,X-box-binding protein 1,XBP1,P17861,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T54RF5,DnaJ homolog subfamily C member 5,DNAJC5,Q9H3Z4,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T63DP6,Heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T02M5I,Monocarboxylate transporter 1,SLC16A1,P53985,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T29B10,Interleukin-17A,IL17A,Q16552,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T70LAB,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T93SFQ,NAD-dependent protein deacetylase sirtuin-1,SIRT1,Q96EB6,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T31JWV,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB,P42338,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T92BZ2,Catenin beta-1,CTNNB1,P35222,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T30L86,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,O14763,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T54N7G,Fos-related antigen 1,FOSL1,P15407,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T00T9M,Thrombospondin-1,THBS1,P07996,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T01CL0,Tyrosine-protein kinase Lyn,LYN,P07948,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T21DZX,Amine oxidase [flavin-containing] A,MAOA,P21397,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T67JME,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,A8MPY1,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T23KDW,Cyclic AMP-dependent transcription factor ATF-4,ATF4,P18848,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T67X1L,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,P05198,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T90QV5,Voltage-gated hydrogen channel 1,HVCN1,Q96D96,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T91OUC,Mucin-5AC,MUC5AC,P98088,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T29JA7,P2X purinoceptor 4,P2RX4,Q99571,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T51K6D,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,Q06124,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T70HTD,Cytochrome P450 2E1,CYP2E1,P05181,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T81MSV,Ubiquitin carboxyl-terminal hydrolase 10,USP10,Q14694,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T97ESI,Apolipoprotein E,APOE,P02649,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T03CZ8,Catechol O-methyltransferase,COMT,P21964,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T02GD4,Tumor necrosis factor ligand superfamily member 6,FASLG,P48023,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T61OY3,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T62USB,Tumor necrosis factor receptor superfamily member 10A,TNFRSF10A,O00220,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T80D9C,Retinoic acid receptor gamma,RARG,P13631,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T94VM4,17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD 2) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Microsomal 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),HSD17B2,P37059,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T50V79,Interleukin-4,IL4,P05112,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T35QZO,Cytochrome c,CYCS,P99999,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T86UXL,Cyclin-A2,CCNA2,P20248,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T04UTZ,G1/S-specific cyclin-E1,CCNE1,P24864,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T38BR0,G1/S-specific cyclin-D2,CCND2,P30279,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T10ICM,Oxidized low-density lipoprotein receptor 1,OLR1,P78380,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T14LSK,E3 ubiquitin-protein ligase XIAP,XIAP,P98170,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T74D4Y,CASP8 and FADD-like apoptosis regulator,CFLAR,O15519,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T95K8Q,Intestinal-type alkaline phosphatase,ALPI,P09923,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T42D4V,Histone deacetylase 1,HDAC1,Q13547,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T06PVX,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T42XY2,Insulin-like growth factor 1 receptor,IGF1R,P08069,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T92UBJ,Acetyl-CoA carboxylase 1,ACACA,Q13085,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T86MX7,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,P28907,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T87WMV,Sodium/potassium-transporting ATPase subunit gamma,FXYD2,P54710,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T32R5L,Cyclin-dependent kinase 9,CDK9,P50750,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T83SXS,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,HSD17B7,P56937,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T00KKS,Sodium/iodide cotransporter,SLC5A5,Q92911,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T50GQE,Interleukin-13,IL13,P35225,H0663,Xiao Ji,Setose thistle,Cirsium setosum
T62QDU,Alpha- and gamma-adaptin-binding protein p34,AAGAB,Q6PD74,H0663,Xiao Ji,Setose thistle,Cirsium setosum
